;Criteria A;Criteria B;Criteria C;Criteria D;Criteria E;Criteria F;Stations AD;Stations AE;Stations AF;Stations BD;Stations BE;Stations BF;Stations CD;Stations CE;Stations CF;Raw_score;Score
86818;Contient un P;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Contient une lettre doublee;Nom en 1 seul mot;Sur la ligne de Tramway 3;5;7;8;13;27;12;4;36;14;20;2.0
86819;Contient un P;Moins de 1 km d une riviere;Nom en 1 seul mot;Contient une lettre doublee;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;5;7;8;13;24;12;9;36;14;19;2.0
86820;Contient un P;Moins de 1 km d une riviere;Sur la ligne de Tramway 3;Contient une lettre doublee;Nom de 9 lettres ou moins;Nom en 1 seul mot;5;7;7;13;24;27;6;14;14;19;2.0
86821;Contient un P;Nom de 9 lettres ou moins;Nom en 1 seul mot;Contient une lettre doublee;Moins de 1 km d une riviere;Sur la ligne de Tramway 3;5;12;8;4;24;14;9;27;14;20;2.0
86822;Contient un P;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;Contient une lettre doublee;Moins de 1 km d une riviere;Nom en 1 seul mot;5;12;7;4;24;36;6;12;14;22;2.5
86823;Contient un P;Nom en 1 seul mot;Sur la ligne de Tramway 3;Contient une lettre doublee;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;5;12;7;9;27;36;6;12;14;21;2.5
86824;Commence par un M;Moins de 1 km d une riviere;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Tramway 2;1;10;4;24;52;14;8;16;6;22;2.5
86825;Commence par un M;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Moins de 1 km du chateau;Situe dans Nantes;Sur la ligne de Tramway 2;1;10;4;16;52;14;8;33;10;20;2.0
86826;Commence par un M;Moins de 1 km d une riviere;Situe dans Nantes;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;1;1;4;16;24;14;16;33;22;20;2.0
86827;Commence par un M;Moins de 1 km d une riviere;Sur la ligne de Tramway 2;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Situe dans Nantes;1;1;10;16;24;52;6;10;22;22;2.5
86828;Commence par un M;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Moins de 1 km d une riviere;Situe dans Nantes;Sur la ligne de Tramway 2;8;10;4;16;16;6;24;33;10;19;2.0
86829;Commence par un M;Moins de 1 km du chateau;Situe dans Nantes;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;8;1;4;16;8;6;52;33;22;23;2.5
86830;Commence par un M;Moins de 1 km du chateau;Sur la ligne de Tramway 2;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Situe dans Nantes;8;1;10;16;8;16;14;10;22;19;2.0
86831;Commence par un M;Nom de 9 lettres ou moins;Situe dans Nantes;Moins de 1 km d une riviere;Moins de 1 km du chateau;Sur la ligne de Tramway 2;8;1;4;24;8;10;52;16;22;21;2.5
86832;Commence par un M;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;Moins de 1 km d une riviere;Moins de 1 km du chateau;Situe dans Nantes;8;1;10;24;8;33;14;6;22;21;2.5
86833;Commence par un M;Situe dans Nantes;Sur la ligne de Tramway 2;Moins de 1 km d une riviere;Moins de 1 km du chateau;Nom de 9 lettres ou moins;8;1;1;52;16;33;14;6;10;23;2.5
86834;Commence par une voyelle;Contient un P;Nom en 1 seul mot;Ile de Nantes;Moins de 1km du peripherique;Sur la ligne de Busway 4;1;2;1;4;3;3;10;12;7;36;4.0
86835;Commence par une voyelle;Contient un P;Sur la ligne de Busway 4;Ile de Nantes;Moins de 1km du peripherique;Nom en 1 seul mot;1;2;1;4;3;7;3;2;7;40;4.5
86836;Commence par une voyelle;Ile de Nantes;Moins de 1km du peripherique;Contient un P;Nom en 1 seul mot;Sur la ligne de Busway 4;1;1;1;4;10;3;3;12;2;38;4.0
86837;Commence par une voyelle;Nom en 1 seul mot;Sur la ligne de Busway 4;Contient un P;Ile de Nantes;Moins de 1km du peripherique;1;1;2;7;10;12;3;3;2;37;4.0
86838;En correspondance avec un Chronobus;Moins de 1 km d une riviere;Nom en 1 seul mot;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 5;Sur la ligne de Tramway 1;5;3;9;13;15;14;5;8;20;23;2.5
86839;Commence par une voyelle;Moins de 1km du peripherique;Sur la ligne de Busway 5;Nom en 1 seul mot;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;1;1;3;12;2;4;8;1;1;39;4.5
86840;Commence par une voyelle;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;Moins de 1km du peripherique;Nom en 1 seul mot;Sur la ligne de Busway 5;2;1;1;2;7;1;4;14;1;38;4.0
86841;Contient un P;Nom en 1 seul mot;Sur la ligne de Busway 4;Ile de Nantes;Sur la ligne de Busway 5;Sur la ligne de Tramway 1;4;3;3;10;8;20;3;1;1;35;4.0
86842;Commence par une voyelle;En correspondance avec un Chronobus;Sur la ligne de Busway 4;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Terminus de ligne;1;4;1;13;7;4;4;4;2;35;4.0
86843;Commence par une voyelle;En correspondance avec un Chronobus;Terminus de ligne;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Sur la ligne de Busway 4;1;4;1;13;7;2;5;4;2;36;4.0
86844;Commence par une voyelle;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;En correspondance avec un Chronobus;Sur la ligne de Busway 4;Terminus de ligne;1;1;1;13;4;5;7;4;4;35;4.0
86845;Commence par une voyelle;Sur la ligne de Busway 4;Terminus de ligne;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;1;1;4;2;4;4;4;5;4;39;4.5
86846;Commence par un M;Contient une lettre doublee;En correspondance avec un Chronobus;Situe dans Nantes;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;10;1;2;22;3;6;21;3;7;31;3.5
86847;Commence par un M;Contient une lettre doublee;Situe dans Nantes;En correspondance avec un Chronobus;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;2;1;2;6;3;6;21;8;15;33;3.5
86848;Commence par un M;Contient une lettre doublee;Sur 2 lignes ou plus;En correspondance avec un Chronobus;Situe dans Nantes;Sur la ligne de Tramway 3;2;10;2;6;22;6;3;8;6;33;3.5
86849;Commence par un M;Contient une lettre doublee;Sur la ligne de Tramway 3;En correspondance avec un Chronobus;Situe dans Nantes;Sur 2 lignes ou plus;2;10;1;6;22;3;7;15;6;30;3.5
86850;Commence par un M;En correspondance avec un Chronobus;Situe dans Nantes;Contient une lettre doublee;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;4;1;2;6;3;7;22;8;15;31;3.5
86851;Commence par un M;En correspondance avec un Chronobus;Sur 2 lignes ou plus;Contient une lettre doublee;Situe dans Nantes;Sur la ligne de Tramway 3;4;10;2;6;21;7;3;8;6;31;3.5
86852;Commence par un M;En correspondance avec un Chronobus;Sur la ligne de Tramway 3;Contient une lettre doublee;Situe dans Nantes;Sur 2 lignes ou plus;4;10;1;6;21;3;6;15;6;30;3.5
86853;Commence par un M;Situe dans Nantes;Sur 2 lignes ou plus;Contient une lettre doublee;En correspondance avec un Chronobus;Sur la ligne de Tramway 3;4;2;2;22;21;15;3;3;6;31;3.5
86854;Commence par un M;Situe dans Nantes;Sur la ligne de Tramway 3;Contient une lettre doublee;En correspondance avec un Chronobus;Sur 2 lignes ou plus;4;2;1;22;21;8;6;7;6;30;3.5
86855;Commence par un M;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;Contient une lettre doublee;En correspondance avec un Chronobus;Situe dans Nantes;4;2;10;3;3;8;6;7;15;32;3.5
86856;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Moins de 2 km hippodrome;Nord Loire;Situe dans Nantes;Sur la ligne de Tramway 2;21;22;9;13;13;5;12;11;10;17;2.0
86857;Contient une lettre doublee;Nord Loire;Situe dans Nantes;Moins de 1 km de la Tour Bretagne;Moins de 2 km hippodrome;Sur la ligne de Tramway 2;3;4;9;13;12;20;13;11;22;20;2.0
86858;Contient une lettre doublee;Nord Loire;Sur la ligne de Tramway 2;Moins de 1 km de la Tour Bretagne;Moins de 2 km hippodrome;Situe dans Nantes;3;4;22;13;12;59;5;10;22;21;2.5
86859;Contient une lettre doublee;Situe dans Nantes;Sur la ligne de Tramway 2;Moins de 1 km de la Tour Bretagne;Moins de 2 km hippodrome;Nord Loire;3;4;21;13;11;59;5;10;20;21;2.5
86860;Commence par une voyelle;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Contient un P;Sur la ligne de Tramway 1;Terminus de ligne;1;1;1;5;12;2;2;4;1;40;4.5
86861;Commence par une voyelle;En correspondance avec un Chronobus;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;1;1;3;10;9;5;27;14;6;30;3.5
86862;Commence par une voyelle;En correspondance avec un Chronobus;Nom en 1 seul mot;Moins de 1 km d une riviere;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;2;1;3;14;9;5;27;20;13;26;3.0
86863;Commence par une voyelle;En correspondance avec un Chronobus;Sur la ligne de Tramway 1;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur une autre commune que Nantes;2;1;3;14;10;5;14;20;7;27;3.0
86864;Commence par une voyelle;En correspondance avec un Chronobus;Sur une autre commune que Nantes;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Tramway 1;2;1;1;14;10;9;6;13;7;29;3.0
86865;Commence par une voyelle;Moins de 1 km d une riviere;Nom en 1 seul mot;En correspondance avec un Chronobus;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;1;1;3;14;14;6;10;20;13;25;3.0
86866;Commence par une voyelle;Moins de 1 km d une riviere;Sur la ligne de Tramway 1;En correspondance avec un Chronobus;Nom en 1 seul mot;Sur une autre commune que Nantes;1;1;3;14;27;6;9;20;7;28;3.0
86867;Commence par une voyelle;Moins de 1 km d une riviere;Sur une autre commune que Nantes;En correspondance avec un Chronobus;Nom en 1 seul mot;Sur la ligne de Tramway 1;1;1;1;14;27;14;5;13;7;26;3.0
86868;Commence par une voyelle;Nom en 1 seul mot;Sur la ligne de Tramway 1;En correspondance avec un Chronobus;Moins de 1 km d une riviere;Sur une autre commune que Nantes;1;2;3;10;27;13;9;14;7;26;3.0
86869;Commence par une voyelle;Nom en 1 seul mot;Sur une autre commune que Nantes;En correspondance avec un Chronobus;Moins de 1 km d une riviere;Sur la ligne de Tramway 1;1;2;1;10;27;20;5;6;7;30;3.5
86870;Commence par une voyelle;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;En correspondance avec un Chronobus;Moins de 1 km d une riviere;Nom en 1 seul mot;1;2;1;9;14;20;5;6;13;29;3.0
86871;Commence par une voyelle;Contient une lettre doublee;Nom de 9 lettres ou moins;Nord Loire;Sud Loire;Sur la ligne de Tramway 2;6;1;3;21;4;9;31;7;10;28;3.0
86872;Commence par une voyelle;Contient une lettre doublee;Sur la ligne de Tramway 2;Nom de 9 lettres ou moins;Nord Loire;Sud Loire;1;6;1;4;21;4;10;20;2;31;3.5
86873;Commence par une voyelle;Contient un H;Moins de 1 km de la Tour Bretagne;Situe dans Nantes;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;5;3;3;19;7;6;13;5;6;31;3.5
86874;Commence par une voyelle;Moins de 1 km de la Tour Bretagne;Situe dans Nantes;Contient un H;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;1;3;3;5;5;6;19;22;15;30;3.5
86875;Commence par une voyelle;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 2;Contient un H;Situe dans Nantes;Sur la ligne de Tramway 3;1;5;3;5;13;6;7;22;6;31;3.5
86876;Commence par une voyelle;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 3;Contient un H;Situe dans Nantes;Sur la ligne de Tramway 2;1;5;3;5;13;5;6;15;6;32;3.5
86877;Commence par un M;Moins de 1km du peripherique;Nom en 1 seul mot;Sur une autre commune que Nantes;Termine par un E;Termine par un S;2;5;3;14;8;4;13;25;8;27;3.0
86878;Commence par un M;Moins de 1km du peripherique;Sur une autre commune que Nantes;Nom en 1 seul mot;Termine par un E;Termine par un S;6;5;3;12;8;4;13;12;3;30;3.5
86879;Commence par un M;Nom en 1 seul mot;Sur une autre commune que Nantes;Moins de 1km du peripherique;Termine par un E;Termine par un S;2;5;3;12;25;8;14;12;3;28;3.0
86880;Commence par un M;Termine par un E;Termine par un S;Moins de 1km du peripherique;Nom en 1 seul mot;Sur une autre commune que Nantes;2;6;2;8;25;12;4;8;3;32;3.5
86881;Contient un H;Contient une lettre doublee;Moins de 2 km des machines;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;3;9;6;3;12;6;8;8;10;31;3.5
86882;Contient un H;Contient une lettre doublee;Sur 2 lignes ou plus;Moins de 2 km des machines;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;8;9;6;8;12;6;8;2;6;31;3.5
86883;Contient un H;Contient une lettre doublee;Sur la ligne de Tramway 1;Moins de 2 km des machines;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;8;3;6;8;3;6;8;2;1;37;4.0
86884;Contient un H;Contient une lettre doublee;Sur la ligne de Tramway 3;Moins de 2 km des machines;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;8;3;9;8;3;12;10;6;1;32;3.5
86885;Contient un H;Moins de 2 km des machines;Sur 2 lignes ou plus;Contient une lettre doublee;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;6;9;6;8;8;10;3;2;6;33;3.5
86886;Contient un H;Moins de 2 km des machines;Sur la ligne de Tramway 1;Contient une lettre doublee;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;6;3;6;8;8;10;12;2;1;33;3.5
86887;Contient un H;Moins de 2 km des machines;Sur la ligne de Tramway 3;Contient une lettre doublee;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;6;3;9;8;8;8;6;6;1;34;4.0
86888;Contient un H;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;Contient une lettre doublee;Moins de 2 km des machines;Sur la ligne de Tramway 3;6;8;6;3;8;6;12;8;1;33;3.5
86889;Contient un H;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;Contient une lettre doublee;Moins de 2 km des machines;Sur la ligne de Tramway 1;6;8;9;3;8;2;6;10;1;34;4.0
86890;Contient un H;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;Contient une lettre doublee;Moins de 2 km des machines;Sur 2 lignes ou plus;6;8;3;12;8;2;6;10;6;32;3.5
86891;Moins de 1 km du chateau;Moins de 2 km des machines;Sud Loire;Situe dans Nantes;Sur 2 lignes ou plus;Terminus de ligne;16;3;2;30;8;3;7;1;3;33;3.5
86892;Moins de 1 km du chateau;Situe dans Nantes;Sud Loire;Moins de 2 km des machines;Sur 2 lignes ou plus;Terminus de ligne;11;3;2;30;8;5;3;1;3;35;4.0
86893;Contient une lettre doublee;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;22;9;6;16;6;4;33;10;14;21;2.5
86894;Contient une lettre doublee;Moins de 1 km du chateau;Situe dans Nantes;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;4;9;6;8;6;4;33;22;15;25;3.0
86895;Contient une lettre doublee;Moins de 1 km du chateau;Sur la ligne de Tramway 2;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Tramway 3;4;22;6;8;16;4;10;22;6;24;2.5
86896;Contient une lettre doublee;Moins de 1 km du chateau;Sur la ligne de Tramway 3;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Tramway 2;4;22;9;8;16;6;14;15;6;22;2.5
86897;Contient une lettre doublee;Nom de 9 lettres ou moins;Situe dans Nantes;Moins de 1 km du chateau;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;3;9;6;8;10;14;16;22;15;21;2.5
86898;Contient une lettre doublee;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;Moins de 1 km du chateau;Situe dans Nantes;Sur la ligne de Tramway 3;3;22;6;8;33;14;6;22;6;24;2.5
86899;Contient une lettre doublee;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;Moins de 1 km du chateau;Situe dans Nantes;Sur la ligne de Tramway 2;3;22;9;8;33;10;4;15;6;24;2.5
86900;Contient une lettre doublee;Situe dans Nantes;Sur la ligne de Tramway 2;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;3;4;6;16;33;15;6;10;6;26;3.0
86901;Contient une lettre doublee;Situe dans Nantes;Sur la ligne de Tramway 3;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;3;4;9;16;33;22;4;14;6;24;2.5
86902;Contient une lettre doublee;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Situe dans Nantes;3;4;22;6;10;22;4;14;15;23;2.5
86903;Commence par un M;Moins de 1 km de la Tour Bretagne;Ne contient pas de E;Nom en 3 mots ou plus;Situe dans Nantes;Sur la ligne de Busway 4;3;10;2;2;13;2;1;13;1;34;4.0
86904;Commence par un M;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Ne contient pas de E;Situe dans Nantes;Sur la ligne de Busway 4;2;10;2;2;13;2;1;17;4;33;3.5
86905;Commence par un M;Moins de 1 km de la Tour Bretagne;Situe dans Nantes;Ne contient pas de E;Nom en 3 mots ou plus;Sur la ligne de Busway 4;2;3;2;2;2;2;13;17;12;34;4.0
86906;Commence par un M;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 4;Ne contient pas de E;Nom en 3 mots ou plus;Situe dans Nantes;2;3;10;2;2;13;1;4;12;34;4.0
86907;Commence par un M;Ne contient pas de E;Nom en 3 mots ou plus;Moins de 1 km de la Tour Bretagne;Situe dans Nantes;Sur la ligne de Busway 4;1;10;2;2;13;1;2;17;4;33;3.5
86908;Commence par un M;Ne contient pas de E;Situe dans Nantes;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Sur la ligne de Busway 4;1;3;2;2;1;1;13;17;12;34;4.0
86909;Commence par un M;Ne contient pas de E;Sur la ligne de Busway 4;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Situe dans Nantes;1;3;10;2;1;13;2;4;12;34;4.0
86910;Commence par un M;Nom en 3 mots ou plus;Situe dans Nantes;Moins de 1 km de la Tour Bretagne;Ne contient pas de E;Sur la ligne de Busway 4;1;2;2;2;1;4;13;13;12;33;3.5
86911;Commence par un M;Nom en 3 mots ou plus;Sur la ligne de Busway 4;Moins de 1 km de la Tour Bretagne;Ne contient pas de E;Situe dans Nantes;1;2;10;2;1;17;2;1;12;35;4.0
86912;Commence par un M;Situe dans Nantes;Sur la ligne de Busway 4;Moins de 1 km de la Tour Bretagne;Ne contient pas de E;Nom en 3 mots ou plus;1;2;3;13;13;17;2;1;4;32;3.5
86913;Commence par une voyelle;Nom en 1 seul mot;Nom en 3 mots ou plus;Nord Loire;Sur la ligne de Busway 4;Terminus de ligne;6;1;1;32;7;4;14;4;4;31;3.5
86914;Commence par une voyelle;Nord Loire;Sur la ligne de Busway 4;Nom en 1 seul mot;Nom en 3 mots ou plus;Terminus de ligne;1;4;1;32;14;8;7;4;2;31;3.5
86915;Commence par une voyelle;Nord Loire;Terminus de ligne;Nom en 1 seul mot;Nom en 3 mots ou plus;Sur la ligne de Busway 4;1;4;1;32;14;3;4;4;2;34;4.0
86916;Commence par une voyelle;Sur la ligne de Busway 4;Terminus de ligne;Nom en 1 seul mot;Nom en 3 mots ou plus;Nord Loire;1;4;6;7;4;3;4;4;8;36;4.0
86917;Contient un P;En correspondance avec un Chronobus;Ile de Nantes;Moins de 2 km des machines;Sur la ligne de Busway 4;Termine par un E;7;3;4;8;2;9;12;3;5;34;4.0
86918;Contient un P;Moins de 2 km des machines;Sur la ligne de Busway 4;En correspondance avec un Chronobus;Ile de Nantes;Termine par un E;4;4;4;8;12;11;2;3;5;33;3.5
86919;Contient un P;Moins de 2 km des machines;Termine par un E;En correspondance avec un Chronobus;Ile de Nantes;Sur la ligne de Busway 4;4;4;3;8;12;5;9;5;5;33;3.5
86920;Contient un P;Sur la ligne de Busway 4;Termine par un E;En correspondance avec un Chronobus;Ile de Nantes;Moins de 2 km des machines;4;4;7;2;3;5;9;5;11;34;4.0
86921;Contient un H;Moins de 1 km d une riviere;Sur la ligne de Tramway 2;Moins de 1 km du chateau;Sud Loire;Sur la ligne de Tramway 1;4;4;9;16;11;14;6;2;1;29;3.0
86922;Commence par un B;Commence par un M;Moins de 1 km du chateau;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;Sur la ligne de Tramway 2;1;4;2;3;5;4;4;5;6;39;4.5
86923;Commence par un B;Commence par un M;Nom en 3 mots ou plus;Moins de 1 km du chateau;Sur la ligne de Tramway 1;Sur la ligne de Tramway 2;3;4;2;1;5;4;4;5;6;39;4.5
86924;Commence par un B;Commence par un M;Sur la ligne de Tramway 1;Moins de 1 km du chateau;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;3;1;2;1;3;4;5;5;1;42;4.5
86925;Commence par un B;Commence par un M;Sur la ligne de Tramway 2;Moins de 1 km du chateau;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;3;1;4;1;3;5;6;6;1;41;4.5
86926;Contient une lettre doublee;Situe dans Nantes;Sur la ligne de Busway 5;Sur la ligne de Busway 4;Sur la ligne de Tramway 2;Termine par un S;3;9;6;12;22;19;1;1;5;30;3.5
86927;Contient une lettre doublee;Situe dans Nantes;Termine par un S;Sur la ligne de Busway 4;Sur la ligne de Busway 5;Sur la ligne de Tramway 2;3;1;9;12;15;22;5;5;5;29;3.0
86928;Contient une lettre doublee;Sur la ligne de Busway 4;Sur la ligne de Tramway 2;Situe dans Nantes;Sur la ligne de Busway 5;Termine par un S;22;1;6;12;1;5;22;1;5;31;3.5
86929;Contient une lettre doublee;Sur la ligne de Busway 5;Termine par un S;Situe dans Nantes;Sur la ligne de Busway 4;Sur la ligne de Tramway 2;22;3;9;15;1;1;19;5;5;29;3.0
86930;Contient une lettre doublee;Ne contient pas de E;Sur la ligne de Busway 4;Sud Loire;Sur la ligne de Busway 5;Terminus de ligne;4;1;2;3;3;1;9;1;2;42;4.5
86931;Contient une lettre doublee;Ne contient pas de E;Terminus de ligne;Sud Loire;Sur la ligne de Busway 4;Sur la ligne de Busway 5;4;3;1;3;1;3;3;2;2;44;5.0
86932;Contient une lettre doublee;Sud Loire;Sur la ligne de Busway 5;Ne contient pas de E;Sur la ligne de Busway 4;Terminus de ligne;3;3;2;3;9;3;3;1;2;43;5.0
86933;Contient une lettre doublee;Sur la ligne de Busway 4;Terminus de ligne;Ne contient pas de E;Sud Loire;Sur la ligne de Busway 5;3;4;1;1;9;1;1;3;2;42;4.5
86934;Commence par un M;Contient une lettre doublee;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Termine par un E;Termine par un S;1;5;3;4;10;6;24;19;16;27;3.0
86935;Commence par un M;Contient une lettre doublee;Nom de 9 lettres ou moins;Moins de 1 km d une riviere;Termine par un E;Termine par un S;8;5;3;13;10;6;24;16;6;25;3.0
86936;Commence par un M;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Contient une lettre doublee;Termine par un E;Termine par un S;4;5;3;13;19;16;4;16;6;25;3.0
86937;Commence par un M;Termine par un E;Termine par un S;Contient une lettre doublee;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;4;8;1;10;19;16;6;16;6;25;3.0
86938;Contient une lettre doublee;Moins de 1 km d une riviere;Moins de 1km du peripherique;Situe dans Nantes;Sud Loire;Sur la ligne de Tramway 3;22;4;6;52;11;12;13;4;4;23;2.5
86939;Contient une lettre doublee;Moins de 1 km d une riviere;Situe dans Nantes;Moins de 1km du peripherique;Sud Loire;Sur la ligne de Tramway 3;8;4;6;5;11;12;13;7;15;24;2.5
86940;Contient une lettre doublee;Moins de 1 km d une riviere;Sud Loire;Moins de 1km du peripherique;Situe dans Nantes;Sur la ligne de Tramway 3;8;22;6;5;52;12;4;7;10;24;2.5
86941;Contient une lettre doublee;Moins de 1 km d une riviere;Sur la ligne de Tramway 3;Moins de 1km du peripherique;Situe dans Nantes;Sud Loire;8;22;4;5;52;11;4;15;10;22;2.5
86942;Contient une lettre doublee;Moins de 1km du peripherique;Situe dans Nantes;Moins de 1 km d une riviere;Sud Loire;Sur la ligne de Tramway 3;13;4;6;5;4;4;52;7;15;26;3.0
86943;Contient une lettre doublee;Moins de 1km du peripherique;Sud Loire;Moins de 1 km d une riviere;Situe dans Nantes;Sur la ligne de Tramway 3;13;22;6;5;13;4;11;7;10;22;2.5
86944;Contient une lettre doublee;Moins de 1km du peripherique;Sur la ligne de Tramway 3;Moins de 1 km d une riviere;Situe dans Nantes;Sud Loire;13;22;4;5;13;4;12;15;10;20;2.0
86945;Contient une lettre doublee;Situe dans Nantes;Sud Loire;Moins de 1 km d une riviere;Moins de 1km du peripherique;Sur la ligne de Tramway 3;13;8;6;52;13;15;11;4;10;19;2.0
86946;Contient une lettre doublee;Situe dans Nantes;Sur la ligne de Tramway 3;Moins de 1 km d une riviere;Moins de 1km du peripherique;Sud Loire;13;8;4;52;13;7;12;4;10;21;2.5
86947;Contient une lettre doublee;Sud Loire;Sur la ligne de Tramway 3;Moins de 1 km d une riviere;Moins de 1km du peripherique;Situe dans Nantes;13;8;22;11;4;7;12;4;15;21;2.5
86948;Contient un H;Contient un P;Moins de 1 km d une riviere;Moins de 1 km du chateau;Situe dans Nantes;Sur la ligne de Tramway 1;4;19;9;2;13;3;16;52;14;22;2.5
86949;Contient un H;Contient un P;Moins de 1 km du chateau;Moins de 1 km d une riviere;Situe dans Nantes;Sur la ligne de Tramway 1;13;19;9;12;13;3;16;16;5;19;2.0
86950;Contient un H;Contient un P;Situe dans Nantes;Moins de 1 km d une riviere;Moins de 1 km du chateau;Sur la ligne de Tramway 1;13;4;9;12;2;3;52;16;28;23;2.5
86951;Contient un H;Contient un P;Sur la ligne de Tramway 1;Moins de 1 km d une riviere;Moins de 1 km du chateau;Situe dans Nantes;13;4;19;12;2;13;14;5;28;20;2.0
86952;Contient un H;Moins de 1 km d une riviere;Moins de 1 km du chateau;Contient un P;Situe dans Nantes;Sur la ligne de Tramway 1;4;19;9;12;52;14;2;16;5;22;2.5
86953;Contient un H;Moins de 1 km d une riviere;Situe dans Nantes;Contient un P;Moins de 1 km du chateau;Sur la ligne de Tramway 1;4;4;9;12;16;14;13;16;28;18;2.0
86954;Contient un H;Moins de 1 km d une riviere;Sur la ligne de Tramway 1;Contient un P;Moins de 1 km du chateau;Situe dans Nantes;4;4;19;12;16;52;3;5;28;23;2.5
86955;Contient un H;Moins de 1 km du chateau;Situe dans Nantes;Contient un P;Moins de 1 km d une riviere;Sur la ligne de Tramway 1;4;13;9;2;16;5;13;52;28;21;2.5
86956;Contient un H;Moins de 1 km du chateau;Sur la ligne de Tramway 1;Contient un P;Moins de 1 km d une riviere;Situe dans Nantes;4;13;19;2;16;16;3;14;28;20;2.0
86957;Contient un H;Situe dans Nantes;Sur la ligne de Tramway 1;Contient un P;Moins de 1 km d une riviere;Moins de 1 km du chateau;4;13;4;13;52;16;3;14;5;22;2.5
86958;Commence par un B;Commence par un M;Ile de Nantes;Moins de 1 km d une riviere;Ne contient pas de E;Nom en 3 mots ou plus;8;2;1;8;2;3;16;3;5;36;4.0
